Week,Day,Date,Time,Home,xG_H,Score,xG_A,Away,Attendance,Venue,Referee,Possession_H,Possession_A,PassCompleted_H,PassTotal_H,PassCompleted_A,PassTotal_A,ShotsTarget_H,ShotsTotal_H,ShotsTarget_A,ShotsTotal_A,SaveCompleted_H,SaveTotal_H,SaveCompleted_A,SaveTotal_A,Fouls_H,Fouls_A,Corners_H,Corners_A,Crosses_H,Crosses_A,Touches_H,Touches_A,Tackles_H,Tackles_A,Interceptions_H,Interceptions_A,Aerials_H,Aerial_A,Clearances_H,Clearances_A,Offsides_H,Offsides_A,Goal_Kicks_H,Goal_Kicks_A,Throw_Ins_H,Throw_Ins_A,Long_Balls_H,Long_Balls_A
36,Thu,2023-11-30,20:00,Cruzeiro,3.6,1–1,1.0,Ath Paranaense,"36,696",Estádio Governador Magalhães Pinto,Leandro Pedro Vuaden,57%,43%,424,511,301,381,7,25,3,6,2,3,6,7,10,13,2,3,28,11,607,491,16,11,6,10,12,13,15,25,1,1,4,13,23,15,65,75
36,Thu,2023-11-30,20:30,RB Bragantino,1.5,1–2,0.7,Fortaleza,"4,516",Estádio Nabi Abi Chedid,Denis da Silva Ribeiro Serafim,73%,27%,561,693,137,250,6,17,4,6,2,4,5,6,9,10,15,3,44,4,786,368,7,15,6,13,22,17,8,34,0,2,8,13,36,22,86,85
36,Wed,2023-11-29,21:30,Coritiba,1.7,1–1,2.0,Botafogo (RJ),,Estádio Major Antônio Couto Pereira,Rodrigo José Pereira de Lima,47%,53%,370,454,420,519,2,13,5,23,5,5,1,2,15,11,3,10,13,37,571,616,8,20,14,6,20,20,31,9,0,0,14,9,13,16,73,82
36,Wed,2023-11-29,21:30,Palmeiras,3.2,4–0,0.1,América (MG),"29,717",Allianz Parque,Wilton Pereira Sampaio,46%,54%,318,398,388,471,12,25,1,5,1,1,9,12,10,15,10,2,24,6,507,571,21,16,8,8,11,10,7,20,2,2,3,12,13,19,55,41
37,Sat,2023-12-02,18:00,Corinthians,1.8,1–2,1.0,Internacional,"40,583",Neo Química Arena,Caio Max Augusto Vieira,50%,50%,461,541,476,550,2,9,3,11,1,3,1,2,4,13,5,4,22,11,630,634,11,12,8,2,15,7,16,20,2,1,8,8,21,8,77,48
37,Sun,2023-12-03,16:00,Palmeiras,2.0,1–0,0.3,Fluminense,"29,986",Allianz Parque,Braulio Machado,37%,63%,275,354,545,613,5,22,2,6,2,2,4,5,11,12,7,1,27,4,451,711,15,15,9,6,5,8,12,24,1,3,4,17,20,13,70,31
37,Sun,2023-12-03,16:00,Flamengo,1.5,2–1,0.8,Cuiabá,"63,148",Estadio Jornalista Mário Filho,Rodrigo José Pereira de Lima,68%,32%,620,684,269,326,6,19,0,1,0,0,4,6,13,9,6,2,14,5,775,418,16,13,12,5,9,6,9,21,0,1,5,11,12,9,60,41
37,Sun,2023-12-03,18:30,América (MG),1.2,3–2,3.7,Bahia,"2,471",Estádio Raimundo Sampaio,Marcelo de Lima Henrique,43%,57%,306,394,421,513,3,11,4,26,3,4,0,3,15,4,2,10,17,34,502,624,10,15,8,10,20,17,29,12,1,3,17,8,23,22,67,65
37,Sun,2023-12-03,18:30,Ath Paranaense,1.0,3–0,0.7,Santos,"21,056",Estádio Joaquim Américo Guimarães,Rafael Rodrigo Klein,54%,46%,347,444,303,385,6,12,3,13,3,3,3,6,18,15,6,6,15,28,537,489,13,13,6,9,17,24,21,25,1,0,12,4,20,16,68,52
37,Sun,2023-12-03,18:30,Botafogo (RJ),1.0,0–0,0.9,Cruzeiro,"15,462",Estádio Nilton Santos,Wilton Pereira Sampaio,60%,40%,486,575,286,381,2,16,3,7,3,3,2,2,17,13,6,2,21,10,664,466,11,18,13,11,12,12,10,18,3,4,9,13,20,15,76,76
37,Sun,2023-12-03,18:30,Fortaleza,1.2,1–0,0.4,Goiás,"50,317",Estádio Castelão,Anderson Daronco,47%,53%,398,487,483,560,1,6,1,5,1,1,0,1,19,14,4,2,23,8,571,650,25,7,9,12,5,5,13,18,2,0,3,7,16,15,49,43
37,Sun,2023-12-03,18:30,RB Bragantino,2.1,1–0,0.3,Coritiba,"3,442",Estádio Nabi Abi Chedid,Dyorgines José Padovani Andrade,64%,36%,418,540,201,305,9,27,0,6,0,0,8,9,16,10,12,6,44,10,669,454,26,18,7,7,11,16,14,40,1,1,5,14,23,26,78,66
37,Sun,2023-12-03,18:30,Grêmio,0.8,1–0,0.8,Vasco da Gama,"50,481",Arena do Grêmio,Ramon Abatti,47%,53%,333,423,382,475,5,13,1,8,1,1,4,5,18,12,5,6,7,31,521,569,18,7,6,18,12,4,21,13,1,2,10,9,24,19,61,53
37,Sat,2023-12-02,21:00,Atlético Mineiro,0.8,2–1,1.9,São Paulo,"53,856",Estádio Governador Magalhães Pinto,Savio Pereira,48%,52%,366,442,409,477,2,7,4,15,4,4,0,2,15,9,3,5,16,13,552,597,31,21,8,5,8,7,13,21,0,0,7,6,24,25,81,62
38,Wed,2023-12-06,19:00,Goiás,0.9,1–0,0.9,América (MG),"1,966",Estádio de Hailé Pinheiro,Davi de Oliveira Lacerda,42%,58%,301,406,475,548,2,14,3,11,3,3,1,2,12,13,8,7,20,33,505,656,20,15,6,14,6,12,20,22,3,2,13,3,17,18,67,57
38,Wed,2023-12-06,20:30 (21:30),Cuiabá,2.4,3–0,1.0,Ath Paranaense,"9,689",Arena Pantanal,Paulo Belence Alves dos Prazeres Filho,44%,56%,360,429,466,550,5,13,3,17,3,3,3,5,9,15,5,9,13,25,539,633,11,15,5,5,18,10,28,11,3,2,7,7,11,12,56,61
38,Wed,2023-12-06,21:30,Bahia,1.4,4–1,1.1,Atlético Mineiro,"28,019",Itaipava Arena Fonte Nova,Ramon Abatti,38%,62%,260,350,489,583,6,15,5,7,4,5,2,6,16,10,3,5,11,11,448,667,18,11,9,10,10,8,11,17,2,3,1,11,18,15,44,71
38,Wed,2023-12-06,21:30,Coritiba,0.6,0–2,0.9,Corinthians,,Estádio Major Antônio Couto Pereira,Jonathan Benkenstein Pinheiro,45%,55%,426,486,511,583,5,13,6,13,4,6,5,5,17,12,6,6,20,23,577,671,14,9,9,7,10,7,16,17,0,1,5,5,11,14,43,66
38,Wed,2023-12-06,21:30,Vasco da Gama,1.6,2–1,0.8,RB Bragantino,"20,037",Estádio Club de Regatas Vasco da Gama,Wilton Pereira Sampaio,45%,55%,277,364,343,438,6,13,2,9,1,2,4,6,8,14,2,3,21,11,461,525,18,10,8,7,27,16,23,15,0,1,4,9,21,22,71,45
38,Wed,2023-12-06,21:30,Internacional,1.2,3–1,0.4,Botafogo (RJ),"27,365",Estádio José Pinheiro Borba,Flavio de Souza,53%,47%,511,587,434,518,3,7,5,9,4,5,0,3,10,10,1,5,5,23,672,586,13,11,8,12,10,10,25,3,2,3,3,6,9,17,48,69
38,Wed,2023-12-06,21:30,Fluminense,2.8,2–3,2.4,Grêmio,"44,190",Estadio Jornalista Mário Filho,Raphael Claus,69%,31%,630,693,247,317,6,22,4,11,2,4,5,6,12,12,7,3,26,10,805,423,15,15,9,9,6,3,14,24,0,0,7,10,15,19,40,48
38,Wed,2023-12-06,21:30,Santos,1.0,1–2,1.2,Fortaleza,"14,130",Estádio Urbano Caldeira,Leandro Pedro Vuaden,54%,46%,311,415,237,347,6,15,7,14,5,7,5,6,15,9,10,6,26,15,539,476,14,25,12,9,21,13,27,37,4,2,8,9,27,30,67,87
38,Wed,2023-12-06,21:30,São Paulo,0.5,1–0,0.5,Flamengo,"36,618",Estádio do Morumbi,Caio Max Augusto Vieira,43%,57%,364,437,503,581,3,10,2,10,2,2,2,3,13,16,4,9,9,24,536,675,15,16,5,15,7,11,20,7,2,0,6,5,18,16,46,53
38,Wed,2023-12-06,21:30,Cruzeiro,1.6,1–1,1.4,Palmeiras,"44,190",Estádio Governador Magalhães Pinto,Anderson Daronco,56%,44%,399,489,297,385,6,14,5,8,4,5,5,6,9,19,3,4,13,13,570,479,11,10,6,8,9,14,14,21,0,0,2,14,24,19,37,73
